"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"3749",559.59748420151,2.51896671850395,0.519393007848479,4.84982793460862,1.23568618643762e-06,3.61325950020776e-05
"7754",5.19155902685454,5.45137411484502,1.12396714962149,4.85011872160215,1.23387599178535e-06,3.61325950020776e-05
"221303",30.9433640696051,-3.27800001155049,0.67588288046147,-4.84995271564266,1.23490909221267e-06,3.61325950020776e-05
"81553",54.2475939929178,5.10493952899448,1.05275898905653,4.84910561872236,1.24019377789377e-06,3.62156586270429e-05
"23562",7.23422793531209,5.93744335046148,1.22559044206658,4.84455748565548,1.26894175424398e-06,3.70054074532948e-05
"51523",1318.61373442239,-1.37460221684034,0.283949108832077,-4.84101613311721,1.29176883593166e-06,3.76206028544922e-05
"10278",730.262483470579,-1.68590429868581,0.348329753496214,-4.83996638749419,1.2986109057145e-06,3.77692376674073e-05
"9719",62.7011558371368,4.59751853204741,0.950463592869143,4.83713270717606,1.31725486463496e-06,3.82602662955337e-05
"102724015",36.0328385155412,2.79042522793659,0.576921295324439,4.83675199815143,1.31977924029445e-06,3.82824082438414e-05
"8821",986.534655502703,-1.79434377069369,0.371830689081139,-4.82570111447186,1.39511600491753e-06,4.03599072208233e-05
"2258",9.75714207208243,6.96345386414741,1.44414536369806,4.82185106789799,1.4223212643285e-06,4.10922231234054e-05
"23732",24.5862980669838,3.38639698783292,0.702677442260274,4.81927664696342,1.44079651479135e-06,4.15707105980836e-05
"105372204",10.3359948374057,6.44768108711949,1.33869274631319,4.81640100379765,1.46170631050926e-06,4.21180786500322e-05
"4609",1586.80483579692,1.42423901287205,0.295861254431528,4.81387471843383,1.48031630514366e-06,4.25978172788756e-05
"140738",155.927869941597,1.99752091934863,0.415084569956571,4.81232275041595,1.49186168714982e-06,4.28732632473771e-05
"7813",1677.08201935175,1.06000991133142,0.220515049989743,4.80697309041139,1.53232606575677e-06,4.39779605081e-05
"5046",317.558422975501,4.21340910140911,0.876702455994784,4.80597387699594,1.54000007775995e-06,4.40817413562748e-05
"771",576.676120492316,2.17905688180347,0.453541607769265,4.80453577902393,1.55110963239017e-06,4.43413261490905e-05
"92370",171.66878885534,1.9238615887898,0.400579728036713,4.80269333203371,1.56545547953373e-06,4.46926225339682e-05
"60495",53.6895958287334,-3.61823137881668,0.754570675321256,-4.79508612930954,1.62604951867294e-06,4.63616165914544e-05
"79668",392.744638535757,1.52057469152085,0.317167782370716,4.79422809011399,1.63302391643699e-06,4.64385832572122e-05
